"GRAND TOTAL (HTF, GF)","66,993.1","104,551.3","56.1% 106,164.2 1.5%","107,891.3",,1.6%,"109,438.6 1.4%",,"####### 1.6%","539,230.0","107,846.0",
AASHTO ANALYSIS OF INF Program CategoryRASTRUCTURE INFVYE 2S02T1MENTF YA 2N0D22 JOBS ACTFY ( 2II0J2A3),,,,FY 2024,,,FY 2025,,FY 2026,14 | P a g e  5-Year,5-Year,
"",,,,,,,,,,Total,Avg,
"",,,"Bridge Replacement,",National,Construction of,,
"",Federal-aid,Puerto,"Rehabilitation,",Vehicle,Ferry Boats,Appalachian,
"",Highway,Rico,"Preservation, Protection",Electric,and Ferry,Development,
"",Apportioned,Highway,and Construction,Formula,Terminal Facilities,Highway,
State,Programs 1/,Program,"Program 2/, 3/","Program 4/, 5/, 6/","Program 6/, 7/, 8/, 9/","System 6/, 10/",Total
Alabama,"5,230,581,235",-,"225,000,000","79,308,285","775,390",[TBS],"5,535,664,910"
Alaska,"3,456,928,771",-,"225,000,000","52,415,294","73,062,300",[TBS],"3,807,406,365"
American Samoa,-,-,-,-,"1,725,105",[TBS],"1,725,105"
Arizona,"5,044,328,461",-,"225,000,000","76,483,976",-,[TBS],"5,345,812,437"
Arkansas,"3,569,480,430",-,"278,666,625","54,121,947","303,650",[TBS],"3,902,572,652"
California,"25,304,432,195",-,"4,245,358,265","383,673,792","24,563,745",[TBS],"29,958,027,997"
Colorado,"3,728,756,371",-,"225,000,000","56,536,754",-,[TBS],"4,010,293,125"
Connecticut,"3,462,774,592",-,"561,259,115","52,503,813","458,815",[TBS],"4,076,996,335"
Delaware,"1,166,239,359",-,"225,000,000","17,682,951","488,980",[TBS],"1,409,411,290"
Dist. of Col.,"1,100,055,907",-,"225,000,000","16,679,459",-,[TBS],"1,341,735,366"
Florida,"13,062,390,205",-,"244,895,455","198,057,481","2,895,285",[TBS],"13,508,238,426"
Georgia,"8,901,980,338",-,"225,000,000","134,975,283","4,538,810",[TBS],"9,266,494,431"
Hawaii,"1,166,068,214",-,"339,025,730","17,680,364","374,415",[TBS],"1,523,148,723"
Idaho,"1,971,924,882",-,"225,000,000","29,899,106",-,[TBS],"2,226,823,988"
Illinois,"9,802,000,344",-,"1,373,444,455","148,621,459","6,895,645",[TBS],"11,330,961,903"
Indiana,"6,569,262,951",-,"400,567,730","99,605,738",-,[TBS],"7,069,436,419"
Iowa,"3,388,270,559",-,"431,646,890","51,374,369",-,[TBS],"3,871,291,818"
Kansas,"2,605,337,335",-,"225,000,000","39,503,201",-,[TBS],"2,869,840,536"
Kentucky,"4,580,778,665",-,"438,188,650","69,455,682","1,999,365",[TBS],"5,090,422,362"
Louisiana,"4,838,787,977",-,"1,012,892,355","73,367,735","11,394,805",[TBS],"5,936,442,872"
Maine,"1,272,651,814",-,"225,000,000","19,296,432","4,607,710",[TBS],"1,521,555,956"
Maryland,"4,143,063,176",-,"409,482,520","62,818,576","97,515",[TBS],"4,615,461,787"
Massachusetts,"4,187,250,997",-,"1,125,840,090","63,488,497","9,097,520",[TBS],"5,385,677,104"
Michigan,"7,258,873,235",-,"562,958,680","110,061,712","8,747,515",[TBS],"7,940,641,142"
Minnesota,"4,495,657,884",-,"302,148,915","68,164,918","6,088,795",[TBS],"4,872,060,512"
Mississippi,"3,334,400,129",-,"225,000,000","50,557,563","253,325",[TBS],"3,610,211,017"
Missouri,"6,526,743,892",-,"484,163,365","98,961,186","270,630",[TBS],"7,110,139,073"
Montana,"2,828,704,545",-,"225,000,000","42,889,962","16,660",[TBS],"3,096,611,167"
Nebraska,"1,992,746,878",-,"225,000,000","30,214,832",-,[TBS],"2,247,961,710"
Nevada,"2,503,467,466",-,"225,000,000","37,958,457",-,[TBS],"2,766,425,923"
New Hampshire,"1,139,107,791",-,"225,000,000","17,271,581",-,[TBS],"1,381,379,372"
New Jersey,"6,883,719,399",-,"1,146,780,115","104,373,268","24,407,410",[TBS],"8,159,280,192"
New Mexico,"2,531,780,841",-,"225,000,000","38,387,895",-,[TBS],"2,795,168,736"
New York,"11,572,530,054",-,"1,891,375,585","175,466,514","19,538,015",[TBS],"13,658,910,168"
North Carolina,"7,190,435,303",-,"456,689,090","109,024,196","6,794,935",[TBS],"7,762,943,524"
North Dakota,"1,711,634,763",-,"225,000,000","25,952,484",-,[TBS],"1,962,587,247"
Ohio,"9,241,307,610",-,"483,227,530","140,120,116","778,200",[TBS],"9,865,433,456"
Oklahoma,"4,372,453,210",-,"266,837,455","66,296,972","100,395",[TBS],"4,705,688,032"
Oregon,"3,445,982,162",-,"268,222,155","52,249,356","2,420,290",[TBS],"3,768,873,963"
Pennsylvania,"11,311,822,975",-,"1,635,363,335","171,514,120",-,[TBS],"13,118,700,430"
Puerto Rico,-,"900,995,000","225,000,000","13,661,153","2,078,620",[TBS],"1,141,734,773"
Rhode Island,"1,507,774,086",-,"241,923,455","22,861,459","1,291,360",[TBS],"1,773,850,360"
South Carolina,"4,616,596,603",-,"274,233,180","69,998,769","452,935",[TBS],"4,961,281,487"
South Dakota,"1,944,277,502",-,"225,000,000","29,479,906",-,[TBS],"2,198,757,408"
Tennessee,"5,825,924,138",-,"302,031,120","88,334,969","563,430",[TBS],"6,216,853,657"
Texas,"26,893,823,563",-,"537,167,465","407,774,759","15,588,850",[TBS],"27,854,354,637"
Utah,"2,393,988,287",-,"225,000,000","36,298,604","80,840",[TBS],"2,655,367,731"
Vermont,"1,399,236,981",-,"225,000,000","21,215,761",-,[TBS],"1,645,452,742"
Virginia,"7,015,791,245",-,"536,761,305","106,376,132","8,059,995",[TBS],"7,666,988,677"
Washington,"4,673,755,966",-,"604,875,170","70,865,271","93,818,125",[TBS],"5,443,314,532"
West Virginia,"3,012,922,790",-,"506,474,200","45,683,164","11,875",[TBS],"3,565,092,029"
Wisconsin,"5,187,482,870",-,"225,000,000","78,654,701","2,228,745",[TBS],"5,493,366,316"
Wyoming,"1,766,213,054",-,"225,000,000","26,780,026",-,[TBS],"2,017,993,080"
Apportioned Total,"273,132,500,000","900,995,000","26,537,500,000","4,155,000,000","336,870,000",,"305,062,865,000"
"",,,,,,,,FY22 - 26
"",State,FY 2021,FY 2022,FY 2023,FY 2024,FY 2025,FY 2026,
"",,,,,,,,Grand Totals
Alabama,,"59,128,733","77,467,336","79,010,584","81,077,386","82,755,211","84,862,652","405,173,168"
Alaska,,"55,875,048","70,464,674","71,925,859","73,870,815","75,441,975","77,423,709","369,127,032"
America Samoa,,"1,480,564","1,935,581","1,976,018","2,027,614","2,069,500","2,122,110","10,130,823"
Arizona,,"130,277,203","168,726,159","172,382,224","176,916,485","180,594,962","185,217,921","883,837,751"
Arkansas,,"36,747,359","48,152,160","49,274,249","50,563,795","51,610,539","52,925,422","252,526,164"
California,,"1,417,700,550","1,803,268,791","1,841,180,788","1,890,522,212","1,930,440,759","1,980,726,543","9,446,139,093"
Colorado,,"135,469,435","174,903,353","178,775,863","183,504,384","187,337,349","192,157,781","916,678,729"
Connecticut,,"200,684,201","249,586,741","254,675,083","261,505,210","267,029,567","273,990,153","1,306,786,753"
Delaware,,"33,965,838","43,212,542","44,067,153","45,220,197","46,156,235","47,331,951","225,988,078"
District of Columbia,,"198,790,563","241,385,286","247,962,402","254,897,453","260,472,116","267,533,099","1,272,250,355"
Florida,,"390,807,581","504,374,801","514,648,943","528,255,099","539,285,205","553,155,999","2,639,720,047"
Georgia,,"203,781,711","260,250,760","266,076,121","273,187,607","278,942,766","286,190,697","1,364,647,952"
Guam,,"2,030,596","2,666,955","2,722,671","2,793,763","2,851,475","2,923,965","13,958,829"
Hawaii,,"46,360,017","60,319,531","61,623,818","63,240,793","64,553,144","66,201,856","315,939,142"
Idaho,,"29,111,271","37,922,574","38,678,351","39,690,105","40,511,445","41,543,093","198,345,568"
Illinois,,"605,274,090","760,893,658","777,597,249","798,669,080","815,687,761","837,157,413","3,990,005,161"
Indiana,,"100,114,798","130,479,936","133,019,799","136,510,414","139,343,147","142,902,219","682,255,514"
Iowa,,"45,284,047","59,282,868","60,451,942","62,034,372","63,318,926","64,932,460","310,020,569"
Kansas,,"39,812,513","52,136,170","53,169,648","54,560,745","55,690,034","57,108,484","272,665,081"
Kentucky,,"56,986,706","74,689,279","76,166,667","78,159,600","79,777,459","81,809,580","390,602,585"
Louisiana,,"69,003,264","89,661,391","91,625,868","94,037,216","95,993,173","98,451,639","469,769,287"
Maine,,"35,877,513","45,997,251","46,931,863","48,182,990","49,195,806","50,470,996","240,778,906"
Maryland,,"264,723,168","331,212,041","338,244,895","347,266,999","354,570,748","363,766,403","1,735,061,085"
Massachusetts,,"390,629,919","483,061,560","493,685,024","507,005,088","517,769,403","531,342,140","2,532,863,215"
Michigan,,"149,363,899","194,861,063","198,840,325","204,050,870","208,280,371","213,593,293","1,019,625,923"
Minnesota,,"121,653,743","156,579,242","159,949,870","164,190,129","167,625,940","171,948,361","820,293,541"
Mississippi,,"32,460,104","42,570,031","43,433,013","44,568,413","45,490,128","46,647,854","222,709,439"
Missouri,,"100,038,476","128,954,255","131,966,099","135,466,535","138,302,508","141,870,701","676,560,098"
